,title,body
44,"
			'열여덟의 순간' 다정한 김향기x신승호 본, 옹성우 자책(feat 굼벵이) [종합]
		","

이미지 원본보기
[OSEN=전미용 기자] '열여덟의 순간'에서는 옹성우가 김향기를 신경썼다.6일에 방송된 JTBC 월화드라마 '열여덟의 순간(극본 윤경아, 연출 심나연 )'에서는 최준우(옹성우)는 유수빈(김향기)을 걱정하기 시작했다.수빈(김향기)의 고백을 들은 준우는 자전거를 타고 가다 놀라서 넘어지고 이를 바라보던 수빈 역시 놀라면서 ""괜찮냐""고 물었다. 준우는 나는 멀쩡한데 근데 범비가 안 괜찮네""라고 말했다. 이에 수빈은 ""범비?""라고 물었고, 준우는 수빈에게 ""자전거 이름이다""라며 민망해했다. 준우의 말에 수빈은 ""범비, 안녕, 나 수빈이야""라고 인사를 했고, 이내 어색한 분위기가 사라졌다.  그렇게 두 사람은 함께 길을 걸었고 어색한 침묵이 흐르는 사이 수빈이는 ""내가 미쳤나봐 왜 그랬냐""라며 속으로 자책했고, 준우 역시 ""뭐라고 해야 하나""라며 고민했다. 그때 두 사람은 동시에 ""저기""를 외쳤고, 수빈이는 ""그래, 최준우 무슨 말이라도 먼저해"" 라며 두근거렸지만, 준우는 수빈에게 먼저 말을 하라고 양보했다. 이에 수빈이는 ""아까 그말 농담, 내가 엄마 때문에 기분이 나쁘기도 했고. 또 네가 어떻게 하나""보려고 그랬다며 자신의 감정을 속였다.  이런 수빈의 말을 가만히 듣고만 있던 준우는 ""진짜 집 나갈 거야?""란 말을 했고, ""이게 뭐야.. 입이 붙었냐""라며 속상해했다.이미지 원본보기
이후 수빈이는 집으로 가지 않고 문찬열(김가희)의 집으로 갔다. 그곳에서 권다흰(김보윤), 윤소예(문주연)과 함께 즐거운 시간을 보냈다. 하지만 제대로 잠을 자지 못하고 계속 뒤척였다. 한편 준우는 수빈이에게 ""집 나온 거 아니지""란 문자를 남겼다.  그때 오제(문빈)로부터 수빈이가 찬열이 집에 있다는 얘길 듣고,  ""뭐야 유수빈 진짜 가출?, 그냥 거기서 잘 수도 있는 거지.. 그럴 수 있지""라며 혼잣말을 계속했고 이내, 오제에게 찬열이네 집주소를 알아냈다.이미지 원본보기
이런 자신의  행동에 준우는 '좋아'라며 파이팅 넘치는 목소리로 찬열의 집으로 향했다.  하지만 수빈이를 걱정하던 휘영이가 먼저 그곳에 와 있었던 것. 다정히 걸어가는 두 사람의 뒷모습을 봤고, 조금 늦게 도착한 자신을 탓하며 '이 굼벵아'라며 자책했다. 이후 준우는 수빈이 했던 고백을 떠올리며 ""뻥쟁이네 유수빈, 레알 뻥!""이라며 수빈에게 향하는 자신의 마음을 조금씩 알게 됐다. /jmiyong@osen.co.kr[사진] 열여덟의순간 방송화면 캡처


				enter.read.font.util.init();
			

"
45,"
			""대선 출마한다""…'60일 지정생존자' 지진희, 손석구 지키며 대선 출마 선언 [종합]
		","

이미지 원본보기
[OSEN=김예솔 기자] 대통령 권한 대행인 지진희가 대선 출마를 선언했다. 6일에 방송된 tvN '60일 지정생존자'에서는 박무진(지진희)가 대선 출마를 선언하는 모습이 그려졌다. 앞서 차영진(손석구)은 청와대 1급 기밀을 테러 조직에게 보냈다는 의심을 받았다. 하지만 한나경(강한나)의 조사 결과 이는 사실이 아니었다. 하지만 이날 강상구(안내상)는 차영진이 경호처에서 내사를 받았다는 사실을 언론에게 흘렸다. 우신영(오혜원)은 차영진에게 내사를 받았다는 사실이 진실이냐고 물었다. 차영진은 ""이미 아니라고 밝혀진 사실이다""라고 말했다. 우신영은 ""테러의 진범이 밝혀지기 전까지 계속해서 의심을 받을거다""라며 ""음모론을 좋아하는 사람들은 상상의 나래를 펼치기 딱 좋은 설정""이라고 말했다. 이미지 원본보기
차영진은 결국 한주승(허준호)에게 사직서를 제출했다. 차영진은 ""박대행이 대선까지 나가는 데 영향을 끼치게 될 것""이라고 말했다. 이에 한주승은 ""박대행이 대선에 나가겠다고 대답했냐""며 ""끝까지 말하지 않을 거다. 깔끔하고 고고한 사람""이라고 말했다. 이에 차영진은 ""박대행은 결국 대선에 나가게 될 거다. 좋은 사람이니까""라고 말했다.정수정(최윤영)은 박무진에게 차영진이 사직서를 냈다는 사실을 전했다. 정수정은 ""아직도 결정하지 못하신 거냐""며 ""그럼 결국 오영석이 차기 대통령이 되고 그들이 원하는 뜻대로 될 거다. 그래도 괜찮겠느냐""고 물었다.이에 박무진은 ""난 자신이 없다""고 말했다. 정수정은 ""차영진이 자신의 정치 인생을 희생했다. 대행님이 대선에 나갈거라고 생각했다. 대행님은 좋은 사람이니까""라고 말했다. 박무진은 과거 차영진과 나눴던 대화들을 떠올렸다. 그리고 다시 권한 대행의 자리로 복귀했다. 박무진은 복귀 후 첫 행보로 춘추관에서 기자회견을 열었다. 이미지 원본보기
박무진은 기자회견에서 ""차영진이 내사를 받은 것은 사실이다""라고 답했다. 박무진은 ""경호처의 내사 결과 차영진 실장의 모든 의혹은 사실이 아닌 것으로 판명됐다. 차영진 비서실장은 국회의사당 테러 사건과 아무 연관이 없다""고 말했다. 박무진은 ""차실장이 사임 의사를 밝힌 건 언론의 무분별한 보도로 국민과 청와대에 불신의 싹이 돋는 것을 두려워했기 때문""이라며 ""차실장의 사표는 수리하지 않았다""고 전했다. 이어 박무진은 ""대한민국 언론의 품격을 지켜주시리라 믿는다""고 밝혔다. 우신영은 ""단도직입적으로 묻겠다. 대선 출마 하실거냐""고 물었다. 이는 박무진이 우신영에게 미리 주문한 부분이었다. 우신영은 다시 한 번 ""대통령 선거에 입후보 하실 생각이냐""고 물었다. 잠시 고민하던 박무진은 ""대답이 너무 늦었다""며 ""대통령 선거에 출마할 생각이다""라고 밝혔다. /hoisoly@osen.co.kr [사진 :  tvN '60일 지정생존자' 방송캡쳐] 


				enter.read.font.util.init();
			

"
46,"
			강다니엘♥︎지효와 열애→심경글→악플러 법적대응..식지않는 화제성[종합]
		","

이미지 원본보기
[OSEN=지민경 기자] 가수 강다니엘과 트와이스 지효의 열애가 이틀째 뜨거운 관심을 받고 있다. 톱 아이돌의 만남인 만큼 대중의 이목이 집중되고 있는 것.6일 오후 방송된 SBS ‘본격 연애 한밤’에서는 강다니엘과 지효의 열애 소식에 대한 내용이 그려졌다.두 사람의 열애설을 보도한 기자에 따르면 두 사람이 교제를 시작한 시기는 올해 초. 엠넷 '프로듀스 101' 시즌2에서 센터를 차지한 강다니엘의 솔로 데뷔가 미뤄지며 소속사와 갈등을 겪었는데, 그의 힘든 순간마다 지효가 힘이 되어줬다고.특히 최근 열린 강다니엘의 솔로 앨범 쇼케이스가 끝나고, 지효가 직접 그를 찾아가 강다니엘의 앞날을 응원해준  것으로 알려졌다. 이외에도 이날 방송에서는 두 사람의 데이트 장소로 알려진 강다니엘의 한남동 자택과 관련한 분석도 이어졌다. 이미지 원본보기
이처럼 지난 5일 강다니엘과 지효가 열애를 공식 인정하며 단번에 이슈의 중심으로 떠올랐다. 강다니엘은 열애설 후 공식 홈페이지를 통해 직접 팬들에게 심경을 전하기도. 그는 ""우선 오늘 오전 갑작스러운 소식을 접하고 많이 놀랐을 여러분들에게 정말 미안합니다. 하루 종일 아무것도 손에 잡히지 않았을 텐데 너무 늦게 찾아온 건 아닌가 더 걱정이 되네요. 미리 말할 수 없었던 것도, 여러분과 저의 이야기들로만 가득해도 넘쳐날 이 공간에 이런 이야기들을 남기는 것도 많이 미안해요""라고 사과의 뜻을 밝혔다.또한 ""그런 팬 여러분들의 마음을 보듬어 드리고 그러기 위해 노력하는 것이 저의 몫이자 제가 해드리고 싶은 것입니다. 그 몫을 해내기 위해서는 언제나 가장 중요하게 여겨 왔던 것처럼 좋은 모습을 보여 드리는 가수 강다니엘이 되겠습니다""라고 다짐을 전했다.이미지 원본보기
  [OSEN=이대선 기자] 25일 오후 서울 광진구 예스24라이브홀에서 워너원 출신 가수 강다니엘의 솔로 데뷔 앨범 '컬러 온 미'(color on me) 발매기념 쇼케이스가 열렸다.가수 강다니엘이 신곡을 선보이고 있다. /sunday@osen.co.kr이에 팬들의 응원이 이어졌지만 일부 네티즌은 두 사람을 향한 악성 댓글도 늘어났고, 강다니엘 측은 결국 법적 대응을 시사했다.강다니엘의 소속사 커넥트엔터테인먼트 측은 ""최근 강다니엘을 향한 허위 사실 유포, 성희롱, 명예훼손, 인신공격, 사생활 침해, 악성 루머 등의 위법적인 게시물이 무분별하게 게시되고 있으며, 이로 인해 아티스트의 정신적 피해는 물론, 팬 여러분들 역시 극심한 피해를 받고 있음을 인지하고 있다""며 ""당사는 그 무엇보다 소속 아티스트와 가족, 팬 여러분에 대한 보호를 최우선이라 판단, 악성 게시물에 대해 법적 대응을 진행할 것을 알린다. 아티스트를 향한 악성 게시물 작성 및 유포와 같은 위법 행위에 대해서는 그 어떠한 합의나 선처도 하지 않을 것이며, 엄중하게 법적 조치를 취할 것임을 다시 한 번 말씀드린다""고 강조했다.열애설부터 악플러 강경 대응까지 무더위 만큼 뜨거운 화제성이 지속되고 있는 바, 강다니엘과 지효를 향한 관심은 쉽게 식지 않을 전망이다. /mk3244@osen.co.kr[사진] OSEN DB, 방송화면 캡처


				enter.read.font.util.init();
			

"
47,"
			'유퀴즈' 유재석-조세호, 화사 신발 제작한 사장님과 인사 ""작명 센스는 무엇?"" [Oh!쎈 리뷰]
		","

이미지 원본보기
[OSEN=김예솔 기자] 유재석과 조세호가 연예인들의 신발을 제작하는 사장님을 만났다. 6일에 방송된 tvN '유 퀴즈 온 더 블럭2'에서는 유재석과 조세호가 이태원에서 시민들을 만나는 모습이 그려졌다.유재석은 이태원의 신발 사장을 만나자 반갑게 인사했다. 유재석은 ""노홍철씨가 자주 맞추던 신발 가게다""라고 말했다. 이에 조세호는 ""나도 몇 번 맞췄다""고 말했다.이에 사장님은 ""보아씨도 조만간 신발을 찾으러 올 예정이다""라고 말했다. 사장님은 ""마마무 화사의 화려한 신발도 제작했다""고 말했다. 이날 유재석과 조세호는 신발가게 앞에 적힌 아이돌의 명단들을 보며 손수 고치는 모습이 그려져 주위를 웃음바다로 만들었다. 화사의 무대 신발은 가게 앞에 걸려 있었다. 유재석은 ""이 신발을 또 제작해달라고 하는 사람이 있었냐""고 물었다. 이에 신발 사장님은 ""엄정화씨가 주문 제작했다""고 말했다. 신발 사장님은 ""킹키부츠 신발 제작이 가장 어려웠다. 남자가 여자 힐을 신어야 하니까 사이즈도 크다""고 말했다. 유재석은 ""사장님이 '무한도전' 레슬링 특집때도 신발을 제작해주셨다""고 말했다. 유재석과 조세호는 신발 사장님께 와이퍼 안경을 선물해 웃음을 자아냈다. /hoisoly@osen.co.kr [사진 :  tvN '유퀴즈온더블럭2' 방송캡쳐]  


				enter.read.font.util.init();
			

"
48,"
			방탄소년단, 개봉 하루 전 '브링더소울' 단체 관람 인증샷 [★SHOT!]
		","

이미지 원본보기
[OSEN=지민경 기자] 그룹 방탄소년단이 영화 단체 관람 인증샷을 공개했다.방탄소년단은 6일 오후 공식 SNS에 ""다같이 브링 더 소울을 보았습니다""라는 글과 함께 여러 장의 사진을 게재했다.공개된 사진 속에는 방탄소년단의 세 번째 영화 '브링 더 소울 : 더 무비'를 함께 관람한 멤버들이 극장 안에서 인증샷을 찍고 있는 모습 등이 담겨 있다. 이미지 원본보기
오는 7일 개봉하는 영화 '브링 더 소울 : 더 무비'는 2018년 방탄소년단 월드 투어 '러브 유어셀프'(BTS WORLD TOUR 'LOVE YOURSELF') 당시, 서울을 시작으로 수많은 도시를 지나 파리에서 유럽 투어의 기나긴 대장정을 마친 방탄소년단이 투어를 마친 다음 날, 파리의 작은 루프탑 테이블에서 그들만의 작은 뒷풀이를 담아낸 영화다.개봉을 하루 앞둔 6일 영화진흥위원회 영화관입장권통합전산망 집계에 따르면, 이날 오후 3시 기준 '브링 더 소울 : 더 무비'는 실시간 예매율 35.5%를 기록해 1위를 차지하며 높은 기대감을 입증했다. /mk3244@osen.co.kr[사진] 방탄소년단 SNS


				enter.read.font.util.init();
			

"
49,"
			오정연, 강타 폭로글 후 첫 심경..""수많은 격려·위로 잊지 않겠다"" [전문]
		","

이미지 원본보기
  [OSEN=최규한 기자]오정연 아나운서가 진행자로 나서 인사를 나누며 미소짓고 있다. /dreamer@osen.co.kr[OSEN=지민경 기자] 방송인 오정연이 폭로 글을 삭제하고 심경을 전했다.오정연은 6일 자신의 인스타그램에 ""지난 2일 업로드한 글은 이제 많은 분들이 보셨기에 접어두도록 하겠습니다""라는 내용의 글을 게재했다.그는 ""이전처럼 이 공간을 안 좋은 이야기보다 좋은 이야기들로 채우고자 내린 결정입니다. 댓글과 DM을 통해 주신 수많은 격려와 위로의 메시지들을 잊지 않겠습니다""라는 설명을 덧붙였다.오정연은  지난 2일 자신의 SNS에 강타와 관련한 사생활 폭로글을 게재하고 이슈의 중심에 섰다. 당시 오정연은 강타와 레이싱모델 우주안이 실시간 검색어에 오른 장면을 캡처해 게재했고, ""반 년 가량 진지한 만남을 이어가며 하루가 멀다하고 만나온 연인이 다른 여자와 한 침대에서 발견되면?"" 등의 내용이 담긴 글을 게재해 논란을 불러일으킨 바 있다.다음은 오정연 글 전문.지난 2일 업로드한 글은 이제 많은 분들이 보셨기에 접어두도록 하겠습니다.이전처럼 이 공간을 안 좋은 이야기보다 좋은 이야기들로 채우고자 내린 결정입니다. 댓글과 DM을 통해 주신 수많은 격려와 위로의 메시지들을 잊지 않겠습니다. /mk3244@osen.co.kr[사진] 


				enter.read.font.util.init();
			

"
50,"
			'불청' 최성국, 보고싶은 청춘★이제니 언급되자 '설렘' 폭발 [Oh!쎈 리뷰]
		","

이미지 원본보기
[OSEN=김수형 기자] 최성국이 '보고싶다 친구야'로 청춘스타 이제니가 언급되자 설레는 마음이 폭발했다.  6일 방송된 SBS 예능 '불타는 청춘'에서 의문의 초대장에 모두 궁금증을 더욱 자극했다. 구본승은 ""우리가 새친구를 섭외하는 거냐""면서 깜짝 놀랐다. 알고보니 전국팔도 숨어있는 새친구를 찾아야하는 미션이었다. 여름특집 '보고싶다 친구야'란 제목으로 제작진은 ""멤버들이 직접 초대장을  전달하고 섭외까지 성공시켜라""고 덧붙였다. 청춘들의 인맥이 큰 힘이 될 수 있다면서 3년 전부터 새친구 추천 게시판에 제보를 받아 리스트를 멤버들에게 맡겼다. 최민용은 시청자 서정 리스트 중 '조용원'이란 이름을 뽑았다. 1981년 미스 롯데를 시작해 뛰어난 연기력으로 대종상과 영화제 신인상을 휩쓴 바 있다. 청순한 매력으로 각종 CF도 섭렵했던 그녀였다. 80년 대 대표하는 하이틴 스타로, 전인화, 김희애와 함께 중대 3대 미녀로도 꼽힌 바 있다.최민용은 ""청초함의 대명사""이라면서 한국의 브룩쉴즈, 소피마르소도 닮은 꼴로 언급됐다. 그만큼 동서양 대표 청순가령 아이콘이었다.  김혜림은 미소년 스타 김수근을 뽑았다. 훤칠한 외모로 데뷔하자마자 큰 인기를 받은 그는 배우는 물론 '어떤 약속'이란 노래로 가수 활동하며 전성기를  누렸다. 최민용은 ""같은 시기에 활동해 더욱 각별하다""면서 방송국에 팬레터 보내던 시절, 방송국 사서함에 마비될 정도로 인기 많았다고 했다. 제작진은 ""행방이 찾기 쉽지 않다""고 하자, 김부용은 ""내 군대 고참이었다""면서 군인시절을 회상했다. 제작진도 거의 포기할 정도로 행방불명하지만 군대후임인 김부용이 유일한 단서로 함께 찾아보기로 했다. 김문영은 이제니를 뽑았다. 모두의 이상형이지만 특히 최성국이 좋아해 웃음을 안겼다. 뜻밖에 이상형 고백에서 이제니를 언급한 바 있던 최성국은 자신도 모르게 얼굴이 시뻘겋게 변해 모두를  폭소하게 했다. 이어 이제니는 LA에서 새 삶을 살고 있다고 밝혀져 눈길을 끌었다. /ssu0818@osen.co.kr[사진] '불타는 청춘' 방송화면 캡쳐 


				enter.read.font.util.init();
			

"
51,"
			'취존생활' 안정환x정형돈 먹방까지 완벽했다. (feat.필리핀 이모) [Oh쎈! 리뷰]
		","

이미지 원본보기
[OSEN=전미용 기자] 취존생활에서는 안정환과 정형돈이 바베큐를 먹었다.6일 오후에 방송된 JTBC '취존생활'에서는 안정환과 정형돈이 고래상어를 만나고 온 후 맛집투어에 나선 모습이 그려졌다.두사람은 부드럽고 기름끼 없는 필리핀의 바비큐 '레촌을 먹으며 이연복 쉐프님의 동파육을 먹는 거 같다며 레촌의 맛에 푹 빠졌다. 순식간에 밥을 다 먹은 정형돈은 ""이모, 밥""을 외쳤고, 말을 알아 들은 직원이 밥을 갖다줬다. 이에 안정환은 ""아는 이모구나.너랑 친하구나""라고 말하면서 ""나 지금 세부에 와 있는 거 맞냐""며 어리둥절했고,  자신도 ""이모님 김치 더요""라고 말해 웃음을 선사했다.말없이 음식을 먹던 정형돈은 밥 두그릇을 뚝딱 비웠다. 이윽고 안정환에게 밥한 숟가락만 더 달라고 부탁했다. 이에 안정환은 ""이모님한테 또 달라고 하면 되지 않냐""고 투덜댔다. 이에 정형돈은 ""굶은 사람 같잖아""라며   한숟가락을 뺏어 먹고  갑자기 일어났다. 안정환이 ""갑자기 어딜 가냐"" 물었고 정현돈은  화장실로 향했다. 이런 형돈의 모습에 촬영중에 얘는 화장실을 가냐며 핀잔을 줬다. /jmiyong@osen.co.kr[사진] 취존생활 방송화면 캡처


				enter.read.font.util.init();
			

"
52,"
			'아내의맛' 송가인, 숙행에 필라테스 완패→홍현희♥︎제이쓴 넓은 집 이사[종합]
		","

이미지 원본보기
[OSEN=김보라 기자] 트로트 가수 송가인과 숙행이 필라테스로 하루를 보낸 가운데, 개그우먼 홍현희가 남편 제이쓴과 이사를 진행했다. 6일 오후 방송된 TV조선 예능 ‘아내의 맛’에서는 송가인, 홍현희와 제이쓴 부부의 일상이 담겼다.송가인은 이날 “제가 (교통)사고가 나서 한의원에서 치료를 받는데 선생님이 헬스를 하지 말고 필라테스를 하면 좋다고 하시더라”고 필라테스를 시도한 이유를 밝혔다.이날 송가인은 친한 언니인 가수 숙행을 따라 필라테스 센터에 도착했다. 난생 처음 필라테스에 도전했다는 송가인. 유연성이 없는 그녀는 괴성을 지르며 한 동작 한 동작을 소화했다.이에 필라테스 선생님은 “출산을 하는 것 같다”고 말하며 웃음을 터뜨렸다. 반면 숙행은 유연성을 자랑하며 모든 동작을 문제 없이 따라했다.이미지 원본보기
그런가 하면 홍현희와 제이쓴은 캐나다 퀘백을 여행했다. 두 사람은 계획한 대형 크루즈에 올라 풍경을 바라보며 감상에 젖었다.두 사람은 SNS 라이브 방송을 통해 한국 팬들에게 탑승 소식을 전했는데, 한국시간으로 새벽 3시임에도 천 명이 생방을 시청했다. 이날 홍현희는 뉴트리아를 성대모사하며 관광객들에게 다가갔다.제이쓴이 먼저 캐나다인들에게 “방탄소년단을 아느냐”고 물었고 이들은 “제 동생이 진짜 좋아한다. 여자 아이들이 너무 좋아해서 정신을 못 차린다”고 답했다. 이 부부는 방탄소년단과 같은 한국인이라는 점을 자랑스럽게 여겼다.  한편 홍현희와 제이쓴은 현재까지 살던 신혼집을 떠나 좀 더 넓은 집으로 이사했다. 홍현희는 “전에 살던 집은 동선이 짧았는데, 이사한 집은 상대적으로 너무 넓어서 발바닥이 너무 아팠다”며 “감사하고 행복한 고통이었다”고 털어놨다./ watch@osen.co.kr[사진] '아내의 맛' 방송화면 캡처


				enter.read.font.util.init();
			

"
53,"
			'아내의 맛' 함소원, 3일간 집 나간 진화와 다투고 눈물→용돈 합의[Oh!쎈 리뷰]
		","

이미지 원본보기
[OSEN=김보라 기자] 함소원의 남편 진화 씨가 절친한 자국 친구에게 돈을 빌려주겠다고 나서면서 아내와 크게 다퉜다.6일 오후 방송된 TV조선 예능 ‘아내의 맛’에서는 함소원, 진화 부부의 갈등이 그려졌다. 천 만원 이상을 빌려 달라는 진화의 친구가 부부싸움의 원인이었다. 함소원은 “친구가 1400만 원을 빌려달라고 한다”는 진화의 말에 열렬히 반대하고 나섰다. 이에 진화는 3일 동안 집을 나가는 초강수를 뒀다.진화는 전화통화를 통해 함소원에게 “아직 혼자 있고 싶다. 시간이 필요하다”며 “생각 좀 더 하고 들어갈 테니 혜정이와 먼저 자라”고 차갑게 말했다.이날 하루 종일 식사를 하지 못한 함소원을 위해 친정어머니가 찾아왔다. 이에 함소원은 “어떻게 사는 게 정답인지 모르겠다. 그냥 우리 둘이 만나서 아끼고 잘 살고 아이 낳고 사는 게 정답이라고 생각했는데”라고 말하며 울먹였다.이어 함소원은 “다른 건 다 괜찮은데 천만 원이 넘는 돈을 (진화)친구가 빌려 달라고 한다”며 “그걸 내가 어떻게 허락하냐”고 어머니에게 하소연했다.진화는 친구에게 먼저 300만 원을 빌려준 상황. 이 같은 사실을 알게 된 함소원은 “다시 돌려 받으라”고 남편을 채근했다.이미지 원본보기
함소원은 진화에게 “(친구에게)300만 원 꼭 갚으라고 해”라고 말했다. 이에 진화는 “알았다. 지금 말하겠다. 돈 다시 받으면 된다”며 친구에게 전화를 걸어 “지금 다시 보내달라”며 사과했다. 진화의 친구는 “괜찮다”고 말하며 다시 돈을 돌려줬다.친구 앞에서 자존심이 상한 진화는 이에 3일 동안 집을 나간 것. 함소원은 “혜정이 낳고 커가는 거 보면서 점점 걱정이 된다""며 “내가 다 이해하는데 집에 안 들어오는 건 너무 서운하다”고 말하며 울었다. 그러면서 “밤새 내가 걱정하는 거 모르나봐. 어디 가서 밥은 잘 먹는지”라고 했다.집으로 돌아온 진화. 그는 아내에게 “사람이 정말 힘들면 아무 말도 하기 힘들어진다. 적어도 난 최선을 다했다”라며 “난 당신에게 솔직하게 말했다. 난 문제가 있을 때마다 ‘내가 잘못 했나?’라는 생각이 드는데 당신은 나를 끊임없이 비난한다. 다시 돌아오고 싶지 않았다”고 속내를 털어놨다.이어 진화는 “친구는 마음을 나누는 거다. 돈이 중요한 게 아니다”라며 “당신이 내 입장을 생각해봐라. 내 체면을 생각해줄 수 없냐. (친구에게) 내가 다른 일은 도와줄 수 없다. 당신 말하는 거 들으면 사람 자존심을 구겨 버린다”고 화를 냈다.진화는 또 “당신은 돈이 생명인 여자다. 당신은 계속 잔소리만 한다. 내가 밖에서 밥 한 끼 먹는 것도 고민된다. 아무 것도 마음대로 못 한다”면서 “내 나이 26살인데, 이제 내 인생도 시작인데 다른 것들은 참을 수 있다. 내가 선택한 거니. 근데 당신이 계속 이렇게 나오면…”이라며 말끝을 흐렸다.결국 함소원이 한 달 용돈을 100만 원으로 늘려주면서 두 사람은 갈등을 풀었다. 진화는 언제 화를 냈냐는 듯 해맑은 미소를 지으며 사과했다. / watch@osen.co.kr[사진] '아내의 맛' 방송화면 캡처


				enter.read.font.util.init();
			

"
54,"
			'불청' 새친구찾기 프로젝트..누가 성공했나 [종합]
		","

이미지 원본보기
[OSEN=김수형 기자] 새친구 프로젝트가 진행된 가운데 조용원은 만남불발, 김민우를 찾는데는 성공했다. 6일 방송된 SBS 예능 '불타는 청춘'에서 새친구 찾기 프로젝트가 펼쳐졌다. 햇볕 쨍쨍한 어느 날, 여름맞이로 특급 프로젝트가 그려졌다. 제작진은 전국팔도를 한 눈에 볼 수 있는 지도와 역대 출연진 명단을 공개했다. 이어 전통적인 방식이라며 봉투를 전달, 초대장이 들어있었다. 초대장엔 '당신을 새친구로 초대한다'고 적혀있었다. 알고보니 전국팔도 숨어있는 새친구를 찾아야하는 미션이었다. 여름특집 '보고싶다 친구야'란 제목으로 제작진은 ""멤버들이 직접 초대장을  전달하고 섭외까지 성공시켜라""고 덧붙였다. 청춘들의 인맥이 큰 힘이 될 수 있다면서 3년 전부터 새친구 추천 게시판에 제보를 받아 리스트를 멤버들에게 맡겼다. 최민용은 시청자 서정 리스트 중 '조용원'이란 이름을 뽑았다. 강문영은 ""17년 전 대학로에서 기획사무실한다고 들었다""면서 17년 전 기억만이 유일한 단서라 했다.  그러면서 ""앳된 미모와 달리 어른스러워, 내면에 예뻤던 사람""이라 해 눈길을 끌었다. 김혜림은 ""못 나와도 인터뷰 조금이라도 나온다면 시청자들이 반가울 것""이라 기대했다. 이미지 원본보기
다음 후보는 김부용이 가수 '김민우'를 뽑았다. 모두 ""자동차 세일즈맨으로 전업했다더라""며 근황이 전해졌다. 구본승은 ""작년에 압구정동 지나가다 일하는 매장 앞에서 담배피는 모습 목격했다""면서 ""소년같던 그 시절과 크게 변하지 않았다""고 해 더욱 궁금증을 안겼다. 김광규는 배우 '김찬우'를 뽑았다. 청춘들도 궁금해한 근황의 아이콘이기에 모두 기대했다. 이때, 김부용은 ""나랑 친하다, 연락가능하다""면서 ""불청도 이 형때문에 하는 것, 같이 하자해놓고 이 형은 안 했다""며 비화를 전했다. 그러면서 ""아이디어를 많이 주는 형, 나올 때 비행기에서 뛰어내리라고 하더라""며 여전한 시트콤 매력이 폭소를 안겼다. 김혜림은 미소년 스타 김수근을 뽑았다. 김부용은 ""내 군대 고참이었다""면서 군인시절을 회상했다. 제작진도 거의 포기할 정도로 행방불명하지만 군대후임인 김부용이 유일한 단서로 함께 찾아보기로 했다. 이미지 원본보기
강문영은 이제니를 뽑았다. 모두의 이상형이지만 특히 최성국이 좋아해 웃음을 안겼다. 뜻밖에 이상형 고백에서 이제니를 언급한 바 있던 최성국은 자신도 모르게 얼굴이 시뻘겋게 변해 모두를  폭소하게 했다. 이어 이제니는 LA에서 새 삶을 살고 있다고 밝혀져 눈길을 끌었다. 최성국은 '박햬성'을 뽑았다. 권오중은 ""오빠 페북보면 팬들이 닮은 꼴로 김수현 많이 올려놨다""면서 ""현재 연락이 되고 있다, 현재 음악감독으로 활동 중, 결혼 안 했다""며 연결고리라 했다. 그러면서 초대장을 직접 전달하기로 했다. 먼저 휴게소에 모인 최성국과 김광규, 강문영이 함께 나섰다. 제작진은 조용원 찾기로 초대장 미션을 전했다. 이어 마지막으로 '죽전'에서 그녀를 목격했다는 제보하나로 '죽전 휴게소'에 모여 폭소하게 했다.  세 사람은 각종 댓글 제보를 토대로 무작정 길에 나섰다. 이미지 원본보기
 조용원 찾기 프로젝트를 시작, 한 카페 주인이 ""여기 자주 온다""고 말해 단서를 잡았다. 건너편 카페가 단골손님이란 말에 모두를 설레게 했다. 단골카페 사장은 ""연결 가능해, 그 분 아는 사람이 여기 있다""고 해 모두를 환호하게 했다. 단서를 찾아 조용원의 지인 찬스 획득에 성공했고, 서둘러 그를 찾아나섰다.  마침내 지인과 만나게 됐다. 최성국이 차근히 상황을 설명했고 그는 조용원이 대학후배라 했다.  그러면서  ""지금 현재 한국에 있다""고 했다. 그러면서 조용원에 대해 ""아직 결혼 안 하셨다""고 근황을 전했다. 조용원 지인은 ""현재 母친이 아프다고 들어 시간이 없는 것 같다""면서 ""평상히 방송 노출을 꺼려했다""며 조심스럽게 연락을 취했다. 이미지 원본보기
김혜림, 이연수, 강경헌, 권민중은 세일즈맨이 된 가수 김민우를 찾아나섰다. 그가 일하는 곳에 도착했고, 행동대장으로 권민중이 뽑혔다. 얼떨결에 대기하게 된 권오중이 상황을 멤버들에게 전했다. 이때, 직원이 전화를 걸어 김민우가 오는 중이었다. 마침 김민우가 등장, 30여년 세월이 흘러 어떻게 변했을지 모두 주목됐다. 자연스럽게 김민우가 점심식사를 제안해 식당으로 향했다. 식당안에 있던 이연수와 김혜림, 강경헌도 반갑게 인사했다. 그리웠던 목소리와 변함없는 얼굴이 눈길을 끌었다. /ssu0818@osen.co.kr[사진] '불타는 청춘' 방송화면 캡쳐 


				enter.read.font.util.init();
			

"
