title,body
[인사]한국마사회,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 세종=정혁수 기자] ■한국마사회 ▷상임이사 △건전화본부장 최원일 ▷처장급 △경영관리본부 사회적가치 경영처장 홍용현세종=정혁수 기자 hyeoksooj@.▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
"재정연구원장 ""국민연금 적립금 많다…낮은 국채이자 활용해야""","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 안재용 기자, 추우진  인턴기자] [국가재정운용계획 수립 공개토론회…기재부 ""국가채무 확대, 장기적으로 고민해야"" ] 서울 중구 대한상공회의소에서 열린 ‘2019-2023 국가재정운용계획 공개토론회’/사진=뉴스1김정훈 재정정책연구원 원장이 8일 ""국민연금이 2000조원에서 4000조원까지 쌓이는 상황에서 조세부담을 인상하는 것은 불필요하고, 경제활력에 대한 부담은 가중된다""며 ""낮은 국채 이자율을 활용할 필요가 있다""고 말했다. 김 원장은 서울 중구 세종대로에 위치한 대한상공회의소에서 열린 '2019~2023년 국가재정운용계획 수립을 위한 공개토론회'에서 이같이 밝혔다. 국민연금 적립금이 최대 4000조원까지 쌓일 것으로 전망되는 상황에서 조세부담 수준을 빠르게 높이는 것은 불필요하다는 지적이다.김 원장은 ""국민연금의 합리적 운용은 경제협력개발기구(OECD) 기준에서 큰 폭의 조세부담 인상을 의미한다""며 ""다른 각도에서 보면 자금에 여유가 있는 사회보험분야와 자금이 부족한 일반재정 분야의 예산제약 조건 부조화 문제가 갈수록 심각해질 것""이라고 말했다.혁신과 포용은 성격상 전체 조세부담에 반대 방향으로 작용한다고도 설명했다. 조세부담이 높으면 혁신기반을 강화하기 어려운데, 포용국가를 위해서는 재정지출 증가가 불가피하기 때문이다.김 원장은 ""혁신기반을 강화하기 위해서는 조세부담율을 최소한으로 줄여야 하나 포용성 강화 측면에서는 4대 보험금이 오르게 돼 있다""며 ""노인인구 비중이 늘어나 지출도 GDP 대비 늘어날 수밖에 없다""고 했다. 이어 ""혁신성장 기반을 강화하려면 조세수입을 GDP 대비 완만하게 높여야 하나 포용성 강화·고령화 대응 정책을 펴려면 세출 소요의 지속적 상승이 필요하다""고 덧붙였다.이를 해결하기 위해 김 원장은 0%대로 떨어진 낮은 국채이자율을 활용할 필요가 있다고 주장했다.김 원장은 ""눈에 띌 정도로 내려간 낮은 이자율 추세 등을 중장기적 재정정책 여건에 고려할 필요가 있다""고 했다.토론자로 나선 김태일 고려대 교수는 ""우리 여건상 중장기적 국가채무, 부채수준이 높아져야 한다는 것은 대부분 동의하나 어느정도에서 유지하고 관리할지가 중요하다""며 ""국민연금 등 사회보험료가 높아져야 하는데 미래세대 부담을 보면 지금 어떻게 해야할 지 고민해야 한다""고 했다.김 교수는 ""국민연금은 일종의 강제저축으로 노후대비 성격을 갖고 있어 일반 재정흑자와 성격이 다르다""며 ""(적립금을) 어떻게 보고 재정을 가져갈 지 고민이 필요하다""고 했다. 고정안 기획재정부 재정전략과장은 ""조세부담율과 국민부담율 인상에 앞서 국민의 사회적 합의와 지출개혁이 필요하다""며 ""국방비 비중이 10%로 높고, 중앙과 지방 재정이 비분화된 상태로 재정 분절과 칸막이가 심화돼 비효율성을 초래할 수밖에 없다""고 말했다.부채비율 상향에 대해서도 신중한 판단이 필요하다고 했다. 고 과장은 ""정부 이자지출이 매년 20조원 미만이라 그것을 감당가능한 수준으로 보고 채무늘리는 방향으로 제안을 주신 듯 하다""며 ""재원을 어떻게 감당할 지 좀 더 장기적으로 보고 의사결정을 해야한다""고 밝혔다.안재용 기자 poong@mt.co.kr, 추우진  인턴기자 ▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
김수남 전 검찰총장 변호사 개업… 조은석 전 고검장도 개업 준비 중,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 하세린  기자] [[the L]윤석열 총장 지명 후 사직한 검찰 고위간부들도 변호사 등록 및 개업]김수남 검찰총장이 지난 2017년 5월 오후 서울 서초구 대검찰청에서 열린 검찰총장 이임식에서 퇴임사를 하고 있다. / 사진=이기범 기자 leekb@김수남 전 검찰총장이 최근 변호사로 개업했다. 윤석열 검찰총장 지명 후 사의를 표명한 검찰 고위 간부들도 속속 변호사 등록과 개업을 하고 있다. 8일 법조계에 따르면 김 전 총장은 지난달 말 서울지방변호사회에 변호사 등록 및 입회 신청을 제출해 받아들여졌다. 이에 지난달 31일 서울 강남구 역삼동에 법률사무소를 개업했다.대한변호사협회는 전관예우 근절 차원에서 대법관과 헌법재판관, 법무부장관, 검찰총장 등의 변호사 등록과 개업을 2년간 제한한다. 김 전 총장의 경우 이 제한 기간이 지난 5월로 만료됐다. 김 전 총장은 문재인 대통령 취임 직후인 2017년 5월11일 사의를 표명했다. 임기를 7개월 남긴 시점이었다. 이후 그는 미국에서 머물러온 것으로 알려졌다. 윤석열 검찰총장 지명 이후 사의를 표명한 이동열(53·22기) 전 서울서부지검장과 송인택(56·21기) 전 울산지검장, 봉욱(54·19기) 전 대검 차장도 최근 서울 서초동에 법률사무소를 개업했다. 이금로(54·20기) 전 수원고검장도 개업을 마쳤다. 비슷한 시기 사직한 조은석(54·19기) 전 법무연수원장도 최근 변호사 등록 신청을 하고 사무실 개소를 준비중인 것으로 전해졌다. 검사장 이상 고위 간부들의 경우 2015년 공직자윤리법이 시행되면서 3년간 매출액 100억원 이상의 대형 로펌에 취업할 수 없어 개인 법률사무소를 차리거나 소형 로펌에 합류하는 추세다.하세린  기자 iwrite@mt.co.kr▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
"외교부 ""美 방위비분담금 협상 시작 요청 없어…개괄적 의견교환만""","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 권다희  기자] [[the300]""韓, 협상팀 구성 추진 중…협상 시작해야 증액 등 얘기 가능""]외교부가 한국이 부담할 주한미군 주둔 비용인 방위비 분담금 협상과 관련해 ""미국에서 협상 시작 요청이 없었다""며 ""한미가 현재 개괄적 의견교환만 한 상황""이라고 8일 밝혔다.외교부 당국자는 이날 기자들과 만나 전날 도널드 트럼프 미국 대통령이 트위터를 통해 '한국이 방위비분담금을 인상할 것이며 협상이 시작됐다'고 밝힌 것과 관련해 이 같이 말했다.이 당국자는 ""우리 측이 협상팀을 검토해 추진 중인 단계로 아직 정해진 건 없다""며 ""미국 측의 협상 시작 요청이 없었다""고 전했다. 협상 개시 시점에 대해서는 ""우리 대표단 구성부터 시작해야 할 것""이라며 ""미국 측과 협의해 언제 첫 회의를 할 것인지 등을 하나씩 정해야 한다""고 했다.미국이 전세계 미군주둔비용을 동맹국에 분담하는 정책을 재검토한 이른바 '글로벌 리뷰'라 최근 완료됐다는 등의 관측에 대해선 ""협상을 시작해야 여러 배경, 증액 등을 얘기할 수 있을 것""이라 밝혔다.그는 ""지금은 협상이 시작이 안 된 상태""라며 ""한미간 개괄적 의견교환 밖에 이뤄지지 않은 걸로 알고 있다""고 재차 밝혔다. 전날 트럼프 대통령은 트위터를 통해 ""한국이 북한으로부터 자신을 방어하기 위해 미국에 실질적으로 더 많은 돈을 지불하기로 합의했다""며 ""미국에 대한 지불을 더욱 늘리기 위한 협상이 시작됐다""고 했다. 한미가 지난 2월 유효기간을 올해까지로 한 10차 방위비분담특별협정(SMA)에 합의한 뒤 아직 11차 협정 협상을 시작하지 않은 상태에서 나온 압박성 발언이다. 외교부는 트럼프 트위터 직후 ""제11차 SMA 협상이 아직 공식 개시되지 않았다""며 ""한미는 지난 달 존 볼턴 미 국가안보보좌관 방한 당시 앞으로 합리적이고 공정한 방향으로 방위비분담 문제를 협의해 나가기로 했다. 구체적인 내용은 11차 SMA 협상에서 논의해 나갈 예정""이라 밝혔다. 한미가 공식 협상을 개시하지 않았지만, 트럼프 대통령의 발언은 미국 정부가 최근 전세계 방위비 분담 정책 재검토를 끝마친 것과 연관이 있다는 관측이 나온다. 외교 소식통들에 따르면 지난달 23~24일 존 볼턴 백악관 국가안보보좌관 방한 당시 이 ‘새로운 지침’이 우리 정부 측에 전달된 것으로 알려졌다.  미국의 새 정책에는 단순히 미군주둔비용 뿐 아니라 ‘동맹국으로서 부담해야 할 비용’을 더 포괄적으로 요구하는 내용이 담겼을 수 있다는 관측도 나온다. 이 경우 내년 후 적용되는 협정에서 한국 측 부담비용이 급증할 가능성도 배제할 수 없다. 이와 관련, 9일 서울에서 열리는 한미국방장관회담에서 방위비분담금과 관련한 미국 측의 인상 요구 등이 이뤄질 것으로 관측된다.  권다희  기자 dawn27@mt.co.kr▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
"'양예원 추행·사진유출' 남성, 징역 2년6개월 확정","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 안채원  기자] [[the L] 대법원, 징역 2년6개월 실형 선고…""회복할 수 없는 정신적 피해 입어""]유튜버 양예원씨./사진=뉴스1비공개 촬영회에서 유튜버 양예원씨를 성추행하고 사진을 유포한 모집책이 실형을 확정받았다.대법원 2부(주심 박상옥 대법관)는 강제추행 등 혐의로 기소된 최모씨의 상고심에서 징역 2년6개월에 80시간 성폭력 치료프로그램 이수, 5년간 아동·청소년 관련 기관 취업제한을 선고한 원심을 확정했다고 8일 밝혔다.최씨는 2015년 서울 마포구 합정동 스튜디오에서 피팅 모델 아르바이트를 하기 위해 온 양씨의 노출 사진을 찍은 뒤 무단 유포하고 강제추행한 혐의로 재판에 넘겨졌다. 또 같은해 1월 모델 A씨를 강제추행하고, 2016년부터 2년간 총 13차례에 걸쳐 모델들의 사진을 동의 없이 유포한 혐의도 받는다.양씨는 지난해 5월 자신의 과거 사진이 파일공유사이트 등을 통해 유포됐다는 것을 확인하고, 유튜브 동영상을 통해 피해 사실을 폭로했다.1심 법원은 ""추행을 부인하고 있지만, 증거에 비춰보면 범행 사실을 충분히 인정할 수 있다""며 ""(피해자들) 진술이 일관되고 구체적이며, 일부러 최씨에게 불리한 진술을 할 동기가 없다""고 징역 2년6개월을 선고했다.2심 법원도 지난 4월 ""사진이 광범위하게 유포돼 (양씨가) 회복할 수 없는 정신적 피해를 입었다. (지금도) 2차 피해를 입고 있고 최씨를 용서하지 않았다""며 1심 형을 유지했다.대법원도 원심 판결을 받아들여 확정했다. 안채원  기자 chae1@mt.co.kr▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
"조국 법무·문정인 주미대사 내정설에 野 ""국민 무시하나""","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 백지수 , 김민우 , 정세용 인턴 기자] [[the300](종합)한국당·바른미래당, 강경화·정경두 등 외교·안보라인 유임에도 반발]황교안 자유한국당 대표(오른쪽)가 8일 서울 여의도 국회에서 열린 최고위원회의에서 발언하고 있다. /사진=뉴스1개각을 앞두고 조국 전 청와대 민정수석의 법무부장관 지명과 문정인 청와대 통일외교안보특보의 주미대사 지명이 유력하다는 전망이 나오자 8일 야권이 일제히 반발했다. 야당은 이번 개각에서 외교·안보 라인이 교체되지 않는 점도 비판했다. 황교안 자유한국당 대표는 이날 오전 국회 본청에서 열린 당 최고위원회의에서 이같은 인사 가능성에 ""오만과 독선의 결정판""이라며 ""문재인 대통령은 조 전 수석의 법무부 장관 지명을 철회해야 한다. 문정인 특보의 주미대사 임명을 마땅히 포기해야 한다""고 말했다.황 대표는 조 전 수석의 법무부 장관 지명설에 ""표리부동한 사람""이라며 ""이런 자가 법무부 장관에 앉으면 사법 개혁을 한다면서 한국의 사법 질서를 다 무너뜨릴 것""이라고 말했다. 이어 ""대한민국 법치주의는 종언을 고하고 문재인 정권의 좌파 독재가 극에 달하게 될 것""이라고 말했다.황 대표는 ""조 수석은 본연의 임무인 인사 검증에 번번이 실패한 사람""이라며 비판했다. 또 ""조 전 수석은 부적격 무자격 장관들을 양산한 장본인이자 민간인 사찰과 블랙리스트 작성 의혹까지 받고 있다""며 ""이제와 본인 인사청문회가 걱정이 되는지 도덕성 검증은 비공개로 하자는 구차한 주장을 내놓고 있다""고 지적했다.이어 ""(조 전 수석은) 남이 하면 폴리페서(정치판을 기웃거리는 교수)고 자기가 하면 앙가주망(지식인의 사회 참여)이라고 한다""며 ""특목고 규제를 외치면서 본인 딸은 외고 졸업에 의학전문대학원을 보낸 내로남불(내가 하면 로맨스, 남이 하면 불륜)의 대표 주자다""고도 꼬집었다.황 대표는 ""(조 전 수석은) 논문 표절 의혹도 여러 건 있었다""며 ""민정수석을 하며 자신의 직군을 망각한 페이스북 정치로 국회를 모욕하고 국민 편 가르는 데 앞장서기도 했다""고 비판했다.나경원 원내대표도 조 전 수석과 문 특보 인사 가능성에 ""부적격과 면죄부의 인사""라며 비판했다. 특히 조 전 수석의 법무부 장관 내정설에 ""이 정부가 끊임없이 추구해 온 신독재 완성을 위한 검찰 도구화의 선언""이라고 밝혔다. 나 원내대표는 ""신독재의 네 단계 중 두번째 단계가 적폐청산이고 네번째 단계가 선거법 개정으로 장기 집권을 꾀하는 것""이라며 ""검찰을 도구화해 이 두 가지를 다 완성하겠다는 선언""이라고 주장했다.한국당 지도부는 문 특보의 주미대사 내정설에도 강력 반발했다. 황 대표는 ""끊임없이 한미 동맹을 흔들어 댄 문 특보가 주미대사로 임명되는 것이 말이 되느냐""며 ""한미 동맹이 위기에 빠질 수밖에 없는 상황""이라고 말했다. 이어 ""이런 사람을 주미대사로 임명하는 것을 한국당은 절대 동의할 수 없다. 국민들이 용납 못할 것""이라고 했다.나 원내대표도 ""안 그래도 한국과 미국이 멀어져 가고 있는 신호가 보인다""며 ""부적격을 넘어 극히 위험한 인사""라고 말했다.나 원내대표는 강경화 외교부 장관과 정경두 국방부 장관의 유임설에도 문제를 제기했다. 나 원내대표는 ""오늘날 외교안보 파탄 책임이 있는 강·정 장관이 유임으로 가닥난다고 한다""며 ""이 정부는 지금 국민들이 느끼고 있는 외교 안보 파탄, 국란에 대해 (자신들은) 그렇게 생각하지 않는다는 메시지다""고 했다.오신환 바른미래당 원내대표가 8일 오전 서울 여의도 국회에서 열린 원내정책회의에서 모두발언을 하고 있다. /사진=뉴스1바른미래당도 한국당과 비슷한 반응을 나타냈다. 오신환 바른미래당 원내대표는 이날 국회에서 열린 당 원내정책회의에서 ""조 전 수석의 법무부 장관 지명 개각은 대통령의 '조국 사랑'을 재확인하는 것 외에 아무런 의미도 찾을 수 없는 하나마나한 개각이 될 것""이라며 ""인사책임자 조 전 수석을 장관으로 영전하고 무능한 외교·안보라인을 유임하는 것은 국민에 대한 도전이 아닐 수 없다""고 말했다.오 원내대표는 회의 후 기자들에게는 ""문재인 정부에서 인사청문회 보고서가 채택되지 않은 인사가 16건 있었다""며 ""이번 인사도 자기 사람만 앞세우는 회전문식 인사가 된다면 또 다시 역풍이 불 것""이라고 했다.백지수 , 김민우 , 정세용 인턴 기자 100jsb@mt.co.kr▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
수출규제 36일만에 첫 허가 내준 日… 추가 규제등 불확실성 여전,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 세종=유영호 기자, 권혜민 기자] [정부 ""규제 철회 전까지 의미 부여 어렵다""… 전문가도 ""日 교란작전 휘둘리지 말고 대책 계속해야""] 홍남기 경제부총리 겸 기획재정부 장관이 5일 오전 서울정부청사에서 열린 '일본 수출 규제 대응 관계장관회의'에 참석해 모두발언을 하고 있다./사진=김휘선 기자 hwijpg@일본 정부가 8일 대(對)한국 수출규제를 강화한 지 36일 만에 처음으로 EUV 포토레지스트(극자외선용 감광액) 개별수출허가를 내 준 것은 정치적 목적의 경제보복이나 수출 금수조치가 아니라는 명분을 쌓기 위한 조치로 분석된다. 세코 히로시게 일본 경제산업성 대신(장관)이 이날 기자회견에서 “엄정한 심사를 거쳐 안전보장 우려가 없는 거래임을 확인한 안건에 대해서는 이미 수출을 허가했다”며 “개별 사례는 원래 공개하지 않지만 한국 정부가 이 조처에 대해 금수라는 부당한 비판을 하고 있어 예외적으로 밝히게 됐다”고 말한 것이 이를 뒷받침한다. 한국으로 수출한 전략물자 가운데 군사 목적으로 전용할 수 있거나 그럴 우려가 있는 폼목에서 ‘부적절한 사안’이 발생해 수출관리 강화가 불가피하다는 기존 입장을 반복한 것이다. 자연스럽게 일본 정부가 한국의 세계무역기구(WTO) 제소 등 앞으로 일어난 국제 분쟁해결 과정에서 유리한 명분을 쌓기 위한 조치라는 해석이 나온다.실제 전문가들도 일본의 이번 수출허가에 대해 “큰 의미를 부여하기 어렵다”고 입을 모으고 있다. 수출무역관리령을 이미 개정·공포해 28일 시행을 앞둔 상황을 고려할 때 일본 정부 입맛에 맞춰 얼마든지 추가 규제가 가능하다는 지적이다. 김규판 대외경제정책연구원 선임연구위원은 “일본 정부가 내세운 수출규제 강화 명분에 맞춰 마치 ‘금수조치가 아니다’란 것을 홍보하기 위한 조치로 보인다”며 “가시적 조치가 나올 때 까지 큰 흐름의 변화는 없을 것”이라고 말했다.실제 일본 산케이신문은 이날 복수의 정부관계자를 인용해 “일본 정부가 수출 관리 강화를 위해 군사적 전용이 쉬운 제품과 기술을 규제 대상에 포함하는 방안을 검토 중”이라고 보도했다.  스가 요시히데 일본 관방성 대신(장관)은 “정당한 거래는 허가를 하겠지만 수출 관리를 위해 계속 엄격한 심사를 하겠다”며 “무역 이외 다른 목적으로 전용되는 일이 없도록 엄정히 대처하겠다”고 말했다.정부 인식도 비슷하다. 산업통상자원부 고위 관계자는 “의미를 더 부여할 것도 덜 부여할 것도 없이 있는 그대로 보면 된다”며 “일본이 수출규제를 철회할 때까지 상황이 변하는 것은 없고 일본의 진의를 섣부르게 판단할 이유가 없다”고 말했다.정부는 당초 이날 정부서울청사에 열린 관계장관회의에서 일본의 한국 백색국가(수출심사 우대국) 제외에 맞대응 조치로 일본에 대한 전략물자 수출 우대를 없애는 방향으로 ‘전략물자수출입고시’를 개정하려고 했으나 구체적 내용을 추가 논의하기로 연기했다. 일본의 반응을 지켜보며 압박 카드 효과를 극대화하기 위한 조치로 풀이된다. 산업계는 핵심소재 수출허가로 ‘숨통’이 트일 것이라는 기대감과 불확실성이 여전하다는 두려움이 교차하고 있다. 특히 일본 정부가 전면에 내세웠던 핵심소재 3개에 대한 수출허가를 내주면서 다른 필수 품목에 대한 수출규제를 강화하는 ‘교란 작전’을 펼 경우 오히려 상황이 더 악화될 수 있다는 우려도 크다. 한 반도체업계 관계자는 “있는 그대로 보면 수출허가 당초 우려했던 것보다 일찍 이뤄졌다는 것에 대해서는 일단 긍정적”이라면서도 “추가 수출규제에 대한 가능성이 여전해 다양한 시나리오별 대응 전략을 면밀히 검토 중”이라고 말했다. 또 다른 관계자는 “기업 입장에서 가장 큰 문제는 불확실성”이라며 “최악의 상황을 가정하고 보수적으로 대응책으로 마련하고 있다”고 했다.이와 관련, 강인수 한국국제통상학회장(숙명여대 교수)는 “일본은 수출을 왜곡하려는 게 아니라 정당한 과정이란 걸 주장하는 것 같은데 상황 변화에 따라 수출을 까다롭게 할 여지는 충분히 있다”며 “수출규제 조치에 대응할 안전장치를 확보하고 국제 여론을 유리하게 이끌기 위한 노력을 계속해야 한다”고 강조했다.세종=유영호 기자 yhryu@mt.co.kr, 권혜민 기자 aevin54@mt.co.kr▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
원/달러 환율 5.7원 내린 1209.2원 마감,"




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 한고은 기자] 8일 서울 외환시장. 한고은 기자 doremi0@▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
"경일대 재학생, 국제디자인공모전서 입상","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 대학경제 임홍조 기자]  경일대학교는 최근 디지털미디어디자인학과 재학생이 국제 4대 디자인 공모전인 '2019년 스파크 어워드' 학생 부분에서 은상, 동상, 입선을 각각 수상했다고 8일 밝혔다.스파크 어워드는 미국 IDEA, 독일 Red Dot, 독일 iF와 더불어 미국에서 개최하는 국제 4대 디자인 공모전으로, 전문 디자이너와 디자인 전공자의 실력을 객관적으로 검증받을 수 있는 대회다. 디지털미디어디자인학과 4학년 학생으로 구성된 이들은 사회초년생을 위한 힐링 앱(ka:m)과 행복한 피임 지식실천 앱(ME, U), 음주관리·절주 앱(MeReap)을 제안해 현지 심사위원으로부터 호평을 받았다.은상을 수상한 서희경(팀 리더), 박채림, 배지연 학생의 작품은 한국 대학생이나 사회초년생을 위한 저널 마인드 힐링 앱인 'ka:m'을 제안했다.  'ka:m'은 개인 맞춤형 저널 치유 앱으로 설계됐으며, 대한민국 청소년이 입시위주 교육환경으로 인해 자아정체성 확립에 어려움을 겪는 점에서 착안했다. 이는 '나는 누구인가'에 대한 성찰을 통해 청소년이 자아정체성을 확립할 수 있도록 도움을 준다. 심사위원 얼기(Earl Gee, 크리에이티브 디렉터)는 ""'ka:m'은 청소년의 성장과정에서 누구나 부딪히는 고민에 대한 사려 깊은 접근법""이라며 ""디자인 사고(Design Thinking)로도 해결 가능성을 보여준 현재 우리에게 중요한 사회적 이슈""라고 평가했다. 심사위원 조헨 백스(Jochen Backs, 디자이너)도 ""출품작 중 가장 많은 호평을 받은 작품""이라고 말했다.또한 서주현(팀 리더), 박영신 학생의 동상 수상작인 'ME, U' 앱은 20대 비혼자의 피임 지식에 대한 자연스러운 접근 방식과 그에 대한 현명한 실천을 가능하도록 구현했다. 특히 남녀 모두가 알아야 할 정보를 사실적이고 편안하게 접근할 수 있는 '행복한 피임 지식실천 앱'을 제안했다.최수산나(팀 리더), 윤정빈, 황보가영 학생은 음주습관 기록, 정보 시각화를 통한 음주 데이터 점검과 절주에 대한 정보를 직관적으로 얻을 수 있는 'MeReap' 앱을 선보여 입선작으로 선정됐다.서희경 학생은 ""프로젝트를 진행하면서 우여곡절도 많았지만, 이처럼 좋은 성과를 거둬 기쁘다""며 ""최선을 다해 지도한 교수님과 팀원이 서로를 격려하며 함께 노력한 덕분에 좋은 결과를 얻을 수 있었다""고 말했다.임홍조 기자 ▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
"한밭대, 제28회 청소년 로봇캠프 진행","




// flash 오류를 우회하기 위한 함수 추가
function _flash_removeCallback() {}

	
	[머니투데이 대학경제 임홍조 기자]  한밭대학교가 지난 7일부터 8일까지 교내에서 '제28회 청소년 로봇캠프'를 실시했다.청소년 로봇캠프는 한밭대 전자·제어공학과 주관으로 매학기 방학기간에 열린다. 캠프에선 초등학생이 직접 로봇을 조립, 구동하고 체험하면서 논리성, 창의성, 사고력을 기르고 로봇에 대한 기초지식을 배울 수 있다.이번 캠프에는 사전신청을 통해 선발된 초등학생 180여 명이 참가해 이틀간 90명씩 나눠 진행됐으며, 로봇에 대한 기초지식을 배우는 시간을 가졌다. 실제 로봇을 조립하고 제어 프로그램을 코딩하는 활동에도 참여했다.특히 올해부터는 초등학교에서도 소프트웨어 교육을 필수적으로 진행, 한밭대는 지난 2017년부터 이 캠프의 교육과정에 '스크래치' 프로그램을 이용한 제어 프로그램 코딩 과정을 도입했다.전자·제어공학과 도태용 학과장은 ""우리 대학은 대전지역 유일의 4차 산업혁명 혁신 선도대학으로서 스마트팩토리, 드론 등 미래 성장산업을 이끌 역량 있는 인재를 양성한다""며 ""청소년 로봇캠프는 로봇에 대한 관심을 더욱 높이고 코딩교육의 활성화를 도모해 지역사회 공헌에 이바지할 것""이라고 말했다.임홍조 기자 ▶주식투자 감 잡고 싶다면 [재테크 칼럼]▶바람 피운 배우자 4가지 징후 [변호사 가사상담] ▶주요 이슈만 콕콕! <저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>
	
"
