title,body,label
검찰로 송치되는 강지환,"(성남=뉴스1) 조태형 기자 = 성폭행 혐의로 구속된 배우 강지환씨(본명 조태규)가 18일 오전 경기도 성남시 분당경찰서에서 검찰 송치를 위해 이송되고 있다.강씨는 지난 9일 오후 10시50분께 경기 광주시 오포읍 소재 자신의 집에서 여성 스태프 2명이 자고 있는 방에 들어가 한 명을 성폭행하고 한 명을 성추행한 혐의를 받고 있다. 2019.7.18/뉴스1phototom@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
인사하는 홍남기 부총리,"(서울=뉴스1) 김명섭 기자 = 홍남기 경제부총리 겸 기획재정부 장관이 18일 서울 여의도 국회에서 열린 기획재정위원회 전체회의에서 업무보고에 앞서 인사를 하고 있다. 2019.7.18/뉴스1msiron@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
자료살펴보는 홍남기 부총리,"(서울=뉴스1) 김명섭 기자 = 홍남기 경제부총리 겸 기획재정부 장관이 18일 서울 여의도 국회에서 열린 기획재정위원회 전체회의에서 자료를 살펴 보고 있다. 2019.7.18/뉴스1msiron@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"민주당 울산시의원 ""日 경제보복 철회 촉구""","(울산=뉴스1) 조민주 기자 = 더불어민주당 소속 울산시의원들이 18일 시의회 프레스센터에서 일본의 경제보복 철회를 촉구하는 기자회견을 하고 있다. 2019.7.18/뉴스1minjuman@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
호송차로 향하는 강지환,"(성남=뉴스1) 조태형 기자 = 성폭행 혐의로 구속된 배우 강지환씨(본명 조태규)가 18일 오전 경기도 성남시 분당경찰서에서 검찰 송치를 위해 이송되고 있다.강씨는 지난 9일 오후 10시50분께 경기 광주시 오포읍 소재 자신의 집에서 여성 스태프 2명이 자고 있는 방에 들어가 한 명을 성폭행하고 한 명을 성추행한 혐의를 받고 있다. 2019.7.18/뉴스1phototom@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
경찰서에서 이송되는 강지환,"(성남=뉴스1) 조태형 기자 = 성폭행 혐의로 구속된 배우 강지환씨(본명 조태규)가 18일 오전 경기도 성남시 분당경찰서에서 검찰 송치를 위해 이송되고 있다.강씨는 지난 9일 오후 10시50분께 경기 광주시 오포읍 소재 자신의 집에서 여성 스태프 2명이 자고 있는 방에 들어가 한 명을 성폭행하고 한 명을 성추행한 혐의를 받고 있다. 2019.7.18/뉴스1phototom@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
검찰 송치되는 성폭행 혐의 배우 강지환,"(성남=뉴스1) 조태형 기자 = 성폭행 혐의로 구속된 배우 강지환씨(본명 조태규)가 18일 오전 경기도 성남시 분당경찰서에서 검찰 송치를 위해 이송되고 있다.강씨는 지난 9일 오후 10시50분께 경기 광주시 오포읍 소재 자신의 집에서 여성 스태프 2명이 자고 있는 방에 들어가 한 명을 성폭행하고 한 명을 성추행한 혐의를 받고 있다. 2019.7.18/뉴스1phototom@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
한국·홍콩 작가 7인이 선보이는 '억압으로부터의 자유',"국립현대미술관, 9월7일까지 홍콩서 '그럼에도, 역사는 계속된다' 전시안유리, 불온한 별, 2018, 3채널 영상 프로젝터 상영, 16분16초.(국립현대미술관 제공)© 뉴스1(서울=뉴스1) 이기림 기자 = 국립현대미술관(MMCA, 관장 윤범모)은 오는 9월7일까지 주홍콩한국문화원에서 '그럼에도, 역사는 계속된다' 전시를 개최한다고 18일 밝혔다.3·1운동 및 임시정부 수립 100주년을 기념하기 위해 기획된 전시로, 주제는 역사, 영토, 인종, 국적, 성별, 계급 등의 '억압으로부터의 자유, 더 나은 사회로의 염원'이다.안유리, 이민하, 이재욱, 신정균, 제스 라우(Jess Lau), 클로이 척(Chloë Cheuk), 텅 윙 홍(Tung Wing Hong) 등 7명의 한국과 홍콩 작가들이 참여했다.한국 작가 4인은 국립현대미술관 고양레지던시 2017년, 2018년 입주 작가이며 홍콩 작가 3인은 홍콩아트센터 독립단편영화 및 영상미디어 어워드(ifva)의 추천 작가이다. 신작 3점을 포함한 총 16점이 공개된다.안유리는 우리말과 글을 쓰지만 한국 국적을 가지고 있지 않은 조선족에 대한 3채널 영상을 선보이고, 이민하는 전통을 이어가는 3명의 여성 판소리꾼들과 협업해 동시대를 여성으로 살아가는 것에 대해 이야기한다.이민하, 트리니티-다시쓰는 흥보가, 2019, 3채널 영상, 4K, 7분40초.(국립현대미술관 제공)© 뉴스1이재욱은 인종차별, 경제적 위기, 테러 등에 노출돼 있는 세계 여러 나라의 난민들을 다루고, 신정균은 안보라는 미명 하에 국가가 개인을 통제하는 상황들에 관심을 갖고 첩보에 활용된 '난수방송'에 대한 작품을 출품했다.이들이 나온 고양레지던시는 2004년 설립돼 만 25세 이상 잠재력 있는 국내 작가들에게 안정적인 작업 환경 및 국제교환입주 프로그램 등을 제공해왔다.윤범모 국립현대미술관장은 ""레지던시가 배출한 한국 작가들이 해외에서 작품을 선보이고 동시에 3·1운동 100주년을 맞아 우리나라 역사에 대해 국외에 알릴 수 있는 좋은 기회가 될 것""이라며 ""앞으로도 한국작가들의 해외 진출 기반이 되는 교류 프로그램을 강화할 것""이라고 말했다.lgirim@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"삼성카드, 신세계사이먼과 마케팅 업무제휴 협약","(삼성카드 제공) © 뉴스1(서울=뉴스1) 양새롬 기자 = 삼성카드는 신세계사이먼과 마케팅 업무제휴 협약을 체결했다고 18일 밝혔다.전날(17일) 서울 중구 삼성본관빌딩에서 열린 업무협약식에는 원기찬 삼성카드 사장과 조창현 신세계사이먼 대표 등 관계자가 참석했다.양측은 이번 업무협약에 따라 고객에게 차별화된 서비스를 제공하기 위해 제휴카드 출시 등 제휴서비스 개발, 공동마케팅 등에 적극 협조하기로 했다.신세계사이먼은 신세계그룹과 미국 최대 부동산 개발 회사인 사이먼 프라퍼티 그룹의 합작 법인이다.지난 2007년 여주 프리미엄 아울렛을 출점한 데 이어 2011년 파주, 2013년 부산, 2017년 시흥 프리미엄 아울렛을 잇따라 오픈하며 국내 아울렛 시장을 리딩해 나가고 있다.삼성카드 관계자는 ""신세계사이먼과 마케팅 협업을 강화해 삼성카드 회원에게 다양하고 실속 있는 혜택을 지속적으로 제공할 계획""이라고 밝혔다.flyhighrom@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
모바일티머니 충전시 최대 3000원 마일리지 적용된다,"'부담제로 서비스' 도입…'대중교통 적립'도 강화(티머니 제공) © 뉴스1(서울=뉴스1) 양새롬 기자 = ㈜티머니는 모바일티머니를 충전해 사용하는 고객의 충전이용료 부담을 T마일리지로 대폭 줄여주는 '부담제로(Zero) 서비스'를 도입한다고 18일 밝혔다.이는 고객이 모바일티머니 충전시 결제했던 충전이용료를 월 2.1%, 최대 3000원까지 T마일리지로 무료 적용해주는 서비스다.모바일티머니를 충전해서 사용하는 고객 중 전전월 15일~전월 14일 사이에 모바일티머니 환불 내역만 없다면 누구나 대상이 된다.'T마일리지 대중교통 적립'도 강화된다. 고객은 매월 티머니 사용금액에 따라 대중교통 사용금액의 1%를 마일리지로 받게 된다. 많이 사용할수록 T마일리지를 더 많이 쌓을 수 있으며, 월 최대 2000마일리지까지 적립된다.이같은 혜택은 지난해 말 실시된 고객 만족도 조사 결과를 토대로 구성됐다.강현택 Payment&Platform 사업부장(상무)은 ""티머니가 교통카드를 넘어 간편결제 시장을 선도할 수 있도록 고객의 목소리에 더 귀 기울일 것""이라고 말했다.flyhighrom@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"농협銀, 핀테크지원센터와 '금융규제 샌드박스 설명회' 개최","지난 17일 서울 서초구 소재 NH디지털혁신캠퍼스에서 한국핀테크지원센터 핀테크지원팀이 금융규제 샌드박스 설명회 강연을 진행하고 있다./사진 = NH농협은행 제공 © 뉴스1(서울=뉴스1) 김도엽 기자 = NH농협은행은 한국핀테크지원센터와 함께 지난 17일 NH디지털혁신캠퍼스 입주 스타트업과 은행 임직원들을 대상으로 '금융규제 샌드박스 설명회'를 개최했다고 18일 밝혔다.이날 설명회에는 한국핀테크지원센터 직원들이 Δ혁신서비스 신청자격 및 심사절차 Δ심사기준 및 지정효과 Δ금융혁신 지원제도 Δ향후 운영일정 등을 설명했고 참석자들과의 질의응답 시간을 가졌다.NH디지털챌린지플러스 1기 스타트업인 김현철 페이플 대표도 지난 4월 ‘SMS인증 방식의 온라인 간편결제 서비스’로 혁신금융 서비스 사업자에 선정된 사례를 발표하고, 노하우를 공유했다.이대훈 NH농협은행장은 “금융규제 샌드박스의 도입으로 규제나 법령에 구애받지 않고 혁신적인 아이디어를 펼칠 기회가 마련되었다”며 “입주 스타트업뿐 아니라 은행 차원의 잠재성 있는 아이디어들이 금융시장을 선도할 수 있길 바란다”고 밝혔다.dyeop@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"스테이블코인 테더, 알고랜드 네트워크 기반 발행","© 뉴스1(서울=뉴스1) 송화연 기자 = 미국 매사추세츠 공대(MIT) 교수가 만든 블록체인 프로젝트 알고랜드가 네트워크 상에서 스테이블코인 '테더'(USDT) 발행을 지원한다고 18일 밝혔다. 현재 테더를 발행하는 블록체인 플랫폼은 이더리움, 이오스, 트론, 옴니 뿐이다.파울로 아르도노 테더 최고기술책임자(CTO)는 ""알고랜드 네트워크를 기반으로 테더를 발행하며 높은 수준의 성능과 안정성을 확보하게 됐다""며 ""알고랜드 생태계에 있는 다양한 블록체인 프로젝트와 협력을 기대한다""고 밝혔다.hwayeon@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"오리존, AAIC에서 알츠하이머 임상결과 '긍정적'","임상 2a상 결과 안전성 입증…효능 판단은 아직 시기상조(서울=뉴스1) 성재준 바이오전문기자 = 스페인에 본사를 둔 생명공학 기업 오리존제노믹스(Oryzon Genomics, S.A.)가 자사의 알츠하이머 치료물질 바피뎀스타트(vafidemstat)에 대한 임상 결과를 발표했다. 임상결과 바피뎀스타트는 안전성에 문제가 없음을 밝혔으며 이후 효능에 대한 검증도 진행할 예정이다.오리존제노믹스(Oryzon Genomics, S.A.)는 지난 16일(현지시간)  알츠하이머 치료물질인 바피뎀스타트에 대한 임상 2a상 ETHAL의 연구 데이터를 발표했다. 오리진제노믹스는 후생유전학을 활용하여 의학적으로 미충족 수요가 높은 치료법을 개발하는 바이오 기업이다. 이번 임상 결과는 7월 14일~18일까지 미국 로스엔젤레스에서 열리는 알츠하이머 협회 국제 컨퍼런스(AAIC)에서 공개됐다.임상결과 ETHERAL 연구에서 처음 모집한 104명의 환자로부터 긍정적인 안전 데이터가 제시돼, 이 약이 알츠하이머 환자들에게 안전하고 잘 용인되고 있음을 시사했다. 또한 안전성 데이터와 함께 혈소판, 중성지방 및 기타 혈액학적 수치에 대한 임상적으로 관련된 영향은 발생하지 않았다. 또 이미 36명의 환자가 6개월 임계값을 넘었고 큰 안전 문제도 보고되지 않았다.처음 24주간의 치료를 완료한 최초 33명의 개별 환자의 특정 기능을 수행한 초기 맹검분석 결과 일부 환자에게서 질병 진행이 보였으나, 다른 환자에서는 코헨-맨스필드 초조 척도(CMAI)로 측정결과 간이정신상태검사(MMSE) 또는 공격성으로 측정된 메모리 성능 값에서 기준값이 유지되거나 심지어 개선된다는 것을 보여주었다. CMAI와 MMSE는 알츠하이머 진단에 보편적으로 활용되는 평가항목이다. CMAI는 주로 치매에서의 행동장애를 평가하며 MMSE는 인지기능을 평가한다.또한 알츠하이머 뇌에 매우 풍부한 것으로 잘 알려진 뇌척수(CSF) 에서의 S100A9 수치를 통한 바이오마커 분석에서 치료 24주에도 유사한 형태를 보였으며, 6명만이 강한 증가세를 보이는 반면, 나머지는 안정 상태를 유지하거나 현저한 감소를 보였다.로저 블록(Roger Bullock) 오리존사의 의학 이사는 ""종종 혼수상태에 있는 노약자 집단에서 매우 좋은 안전성을 보여주고 있어 이번 첫번째 ETHERAL 연구 결과에 만족스럽다""고 말하며 ""이것은 젊은 환자들로부터 얻은 안전 데이터를 강화시키고 바피뎀스타트가 잘 용인되고 거의 부작용이 없다는 것을 뜻한다""고 설명했다. 또한 ""이중맹검 연구 방식으로 진행되어 효능에 대해 추측하는 것은 아직 시기상조이나 처음 33명 환자들의 임상이 끝나면 기능적인 향상에도 의미 있는 임상 결과를 기대할 수 있을 것""이라고 덧붙였다.ETHERAL 임상 2a상 연구는 영국, 프랑스 및 스페인의 17개 유럽 병원과 미국의 3개 추가 사이트를 대상으로 실시된다. 연구는 경미한 알츠하이머 환자들을 대상으로 통제 기간 동안 무작위, 이중 맹검, 병행집단으로 24주간의 위약 조절 기간과 추가적인 24주간의 바피뎀스타트로 무작위 치료후 안전성, 내약성, 및 예비 효능을 평가한다. 이차 종말점에는 인식, 기능 및 행동의 측정이 포함된다. 몇몇 전통적이고 새로운 척수내 바이오마커도 측정된다.연구를 진행할 유럽팀은 최대 125명의 환자를 등록할 예정이며 이미 100명 이상의 환자가 무작위로 분류됐다. 미국팀은 30명까지 환자를 추가 등록하여 총 150명 이상의 환자를 완료할 계획이다. 오리존제노믹스는 미국 ETHERAL 임상실험을 위해 알츠하이머치료제발굴재단(ADDF)으로부터 150만달러(17억원)의 보조금을 받았다.jjsung@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"홍남기 부총리, 국회 기재위 업무보고","(서울=뉴스1) 김명섭 기자 = 홍남기 경제부총리 겸 기획재정부 장관이 18일 서울 여의도 국회에서 열린 기획재정위원회 전체회의에서 업무보고를 하고 있다. 2019.7.18/뉴스1msiron@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
"남북, 월드컵 예선 같은 조…관계 개선 물꼬, 커지는 기대감","카타르 월드컵 2차 예선서 격돌…10월 15일 평양 경기 예정성사 시 1990년 이후 처음으로 남북 남자 축구 평양서 만나남자 축구 국가대표 공격수 손흥민.(뉴스1 DB). 2018.10.16/뉴스1 © News1 장수영 기자(서울=뉴스1) 서재준 기자 = 남북이 월드컵 축구를 계기로 스포츠 교류를 하게 됐다. 29년 만에 평양에서 남자 축구 시합이 열릴 가능성이 높아졌다.남북은 2022년 개최 예정인 카타르 월드컵 출전을 위한 아시아 지역 2차 예선에서 같은 조에 포함돼 두 번의 시합을 갖게 됐다.'홈 앤드 어웨이' 방식으로 치러지는 2차 예선의 방식 상 남북은 10월 15일 평양에서, 내년 6월 4일 서울에서 각각 한 번씩 시합을 가지게 된다.평양에서는 단 한 번의 시합을 갖게 되지만 이 일정이 주목을 받는 이유는 월드컵이 국제적 관심을 받는 스포츠 대회이자, 남북이 중요 계기에 스포츠 교류로 물꼬를 텄던 경험이 있기 때문이다.남북은 지난해 평창에서 열린 동계올림픽을 계기로 경색됐던 관계를 대대적으로 전환한 바 있다. 평창 동계올림픽을 계기로 한 남북 교류는 북한의 비핵화 협상 국면과 맞물려 남북 정상회담으로 이어지기도 했다.당시보다 남북관계는 진전된 상태임은 분명하지만 올해 들어 북한이 미국을 중심으로 비핵화 대화를 이끌어 가려는 의도를 내비치는 등 지난해보다는 교류와 대화가 크게 줄어든 상태다.남북 당국 간 협의를 통해서 열리는 스포츠 교류가 아닌 국제 스포츠 대회를 계기로 한 만남은 남북 모두에게 정치적 부담을 줄여 준다는 점에서 의미 있는 대화의 계기가 될 수 있다. 평창 올림픽 역시 이와 비슷한 맥락에서 작용했다.남북은 지난해 평창 동계올림픽에서 이어 7월 남북 농구대회를 펼치는 등 스포츠 교류를 적극적으로 대화의 계기로 활용한 바 있다.다가올 평양 경기가 열릴지는 아직 미지수다. 거꾸로 말하면 북한이 이번 일정을 전면적으로 수용할지 여부가 남북 간 유화 분위기에도 영향을 줄 수 있다는 뜻이다.북한은 지난 2010년 남아공 월드컵을 앞두고 2008년과 2009년에 열린 예선에서는 남측과의 평양 경기를 의도적으로 기피한 바 있다.당시 남북관계의 경색 국면에 따라 북한은 평양에서 태극기가 게양되고 애국가가 울리는 것에 대한 거부감을 나타낸 바 있다. 그래서 예선 시합은 제3국인 중국 상하이에서 열렸다.남북 남자 성인 대표 축구팀이 평양에서 격돌한 것은 1990년 10월 친선 경기가 마지막이다. 이번에 시합이 성사되면 남자 성인 축구 대결로는 29년 만의 평양 대결이 성사되는 것이다.전망은 나쁘지 않다. 북한은 지난 남북관계 전면적 개선 이전인 2017년 여자 축구 아시안컵 예선 때는 우리 측 대표단의 평양 입성과 태극기 게양, 애국가 연주를 모두 받아들였다.이는 김정은 국무위원장의 집권 후 '국제관례'를 중요시하는 통치 스타일과도 연관이 있어 보인다.아울러 지난해 9월 평양 남북 정상회담 때는 문재인 대통령이 평양 최대 경기장인 능라도 5.1 경기장에서 평양 시민을 상대로 남측 대통령으로는 사상 처음으로 연설하기도 했다.능라도 5.1 경기장은 김정은 위원장 집권 후 국제 규격에 부합하는 수준의 경기장으로 리모델링돼 이번 월드컵 예선에서도 활용될 가능성이 높다.일각에서는 북한이 이번 예선 경기의 평양 개최를 수용하는 것과 남북관계는 큰 연관이 없을 것이라는 분석을 제기하기도 한다.북한이 김정은 위원장의 집권 후 국제 스포츠 경기에서 항상 관례와 정해진 절차에 맞게 시합에 임했다는 점에서 이번 남북 대결도 이 맥락을 벗어나진 않을 것이라는 관측에서다.남북이 지난해와 달리 교류와 대화를 전면적으로 펼치고 있지 않다는 점과, 북한이 최근 남측을 비핵화 협상의 당사국으로서 비중 있게 대하지 않는다는 점에서도 월드컵이라는 당국 간 교류가 아닌 스포츠 이벤트를 의미 있는 정치적 대화로 확대하진 않을 것이라는 전망도 더해진다.seojiba3@news1.kr▶ [ 크립토허브 ]▶ [ 해피펫 ]▶ 네이버 메인에서 [뉴스1] 구독하기![© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2
